180.0000 5.0000 200.0000
200.0000 5.0000 200.0000
220.0000 5.0000 200.0000
240.0000 5.0000 200.0000
260.0000 5.0000 200.0000
280.0000 5.0000 200.0000
300.0000 5.0000 200.0000
320.0000 5.0000 200.0000
340.0000 5.0000 200.0000
360.0000 5.0000 200.0000
380.0000 5.0000 200.0000
180.0000 5.0000 220.0000
200.0000 5.0000 220.0000
220.0000 5.0000 220.0000
240.0000 5.0000 220.0000
260.0000 5.0000 220.0000
280.0000 5.0000 220.0000
300.0000 5.0000 220.0000
320.0000 5.0000 220.0000
340.0000 5.0000 220.0000
360.0000 5.0000 220.0000
380.0000 5.0000 220.0000
180.0000 5.0000 240.0000
200.0000 5.0000 240.0000
220.0000 5.0000 240.0000
240.0000 5.0000 240.0000
260.0000 5.0000 240.0000
280.0000 5.0000 240.0000
300.0000 5.0000 240.0000
320.0000 5.0000 240.0000
340.0000 5.0000 240.0000
360.0000 5.0000 240.0000
380.0000 5.0000 240.0000
180.0000 5.0000 260.0000
200.0000 5.0000 260.0000
220.0000 5.0000 260.0000
240.0000 5.0000 260.0000
260.0000 5.0000 260.0000
280.0000 5.0000 260.0000
300.0000 5.0000 260.0000
320.0000 5.0000 260.0000
340.0000 5.0000 260.0000
360.0000 5.0000 260.0000
380.0000 5.0000 260.0000
180.0000 5.0000 280.0000
200.0000 5.0000 280.0000
220.0000 5.0000 280.0000
240.0000 5.0000 280.0000
260.0000 5.0000 280.0000
280.0000 5.0000 280.0000
300.0000 5.0000 280.0000
320.0000 5.0000 280.0000
340.0000 5.0000 280.0000
360.0000 5.0000 280.0000
380.0000 5.0000 280.0000
180.0000 5.0000 300.0000
200.0000 5.0000 300.0000
220.0000 5.0000 300.0000
240.0000 5.0000 300.0000
260.0000 5.0000 300.0000
280.0000 5.0000 300.0000
300.0000 5.0000 300.0000
320.0000 5.0000 300.0000
340.0000 5.0000 300.0000
360.0000 5.0000 300.0000
380.0000 5.0000 300.0000
180.0000 5.0000 320.0000
200.0000 5.0000 320.0000
220.0000 5.0000 320.0000
240.0000 5.0000 320.0000
260.0000 5.0000 320.0000
280.0000 5.0000 320.0000
300.0000 5.0000 320.0000
320.0000 5.0000 320.0000
340.0000 5.0000 320.0000
360.0000 5.0000 320.0000
380.0000 5.0000 320.0000
180.0000 5.0000 340.0000
200.0000 5.0000 340.0000
220.0000 5.0000 340.0000
240.0000 5.0000 340.0000
260.0000 5.0000 340.0000
280.0000 5.0000 340.0000
300.0000 5.0000 340.0000
320.0000 5.0000 340.0000
340.0000 5.0000 340.0000
360.0000 5.0000 340.0000
380.0000 5.0000 340.0000
180.0000 5.0000 360.0000
200.0000 5.0000 360.0000
220.0000 5.0000 360.0000
240.0000 5.0000 360.0000
260.0000 5.0000 360.0000
280.0000 5.0000 360.0000
300.0000 5.0000 360.0000
320.0000 5.0000 360.0000
340.0000 5.0000 360.0000
360.0000 5.0000 360.0000
380.0000 5.0000 360.0000
180.0000 5.0000 380.0000
200.0000 5.0000 380.0000
220.0000 5.0000 380.0000
240.0000 5.0000 380.0000
260.0000 5.0000 380.0000
280.0000 5.0000 380.0000
300.0000 5.0000 380.0000
320.0000 5.0000 380.0000
340.0000 5.0000 380.0000
360.0000 5.0000 380.0000
380.0000 5.0000 380.0000
180.0000 5.0000 400.0000
200.0000 5.0000 400.0000
220.0000 5.0000 400.0000
240.0000 5.0000 400.0000
260.0000 5.0000 400.0000
280.0000 5.0000 400.0000
300.0000 5.0000 400.0000
320.0000 5.0000 400.0000
340.0000 5.0000 400.0000
360.0000 5.0000 400.0000
380.0000 5.0000 400.0000
180.0000 5.0000 420.0000
200.0000 5.0000 420.0000
220.0000 5.0000 420.0000
240.0000 5.0000 420.0000
260.0000 5.0000 420.0000
280.0000 5.0000 420.0000
300.0000 5.0000 420.0000
320.0000 5.0000 420.0000
340.0000 5.0000 420.0000
360.0000 5.0000 420.0000
380.0000 5.0000 420.0000
180.0000 5.0000 440.0000
200.0000 5.0000 440.0000
220.0000 5.0000 440.0000
240.0000 5.0000 440.0000
260.0000 5.0000 440.0000
280.0000 5.0000 440.0000
300.0000 5.0000 440.0000
320.0000 5.0000 440.0000
340.0000 5.0000 440.0000
360.0000 5.0000 440.0000
380.0000 5.0000 440.0000
